DateTime,variable,value
2016-08-02T18:00:00Z,Temp_C_Avg,27.74
2016-08-02T18:15:00Z,Temp_C_Avg,27.72
2016-08-02T18:30:00Z,Temp_C_Avg,27.67
2016-08-02T18:45:00Z,Temp_C_Avg,27.6
2016-08-02T19:00:00Z,Temp_C_Avg,27.53
2016-08-02T19:15:00Z,Temp_C_Avg,27.45
2016-08-02T19:30:00Z,Temp_C_Avg,27.43
2016-08-02T19:45:00Z,Temp_C_Avg,27.43
2016-08-02T20:00:00Z,Temp_C_Avg,27.45
2016-08-02T20:15:00Z,Temp_C_Avg,27.5
2016-08-02T20:30:00Z,Temp_C_Avg,27.57
2016-08-02T20:45:00Z,Temp_C_Avg,27.65
2016-08-02T21:00:00Z,Temp_C_Avg,27.74
2016-08-02T21:15:00Z,Temp_C_Avg,27.81
2016-08-02T21:30:00Z,Temp_C_Avg,27.83
2016-08-02T21:45:00Z,Temp_C_Avg,27.82
2016-08-02T22:00:00Z,Temp_C_Avg,27.76
2016-08-02T22:15:00Z,Temp_C_Avg,27.71
2016-08-02T22:30:00Z,Temp_C_Avg,27.68
2016-08-02T22:45:00Z,Temp_C_Avg,27.68
2016-08-02T23:00:00Z,Temp_C_Avg,27.71
2016-08-02T23:15:00Z,Temp_C_Avg,27.72
2016-08-02T23:30:00Z,Temp_C_Avg,27.71
2016-08-02T23:45:00Z,Temp_C_Avg,27.64
2016-08-03T00:00:00Z,Temp_C_Avg,27.55
2016-08-03T00:15:00Z,Temp_C_Avg,27.43
2016-08-03T00:30:00Z,Temp_C_Avg,27.3
2016-08-03T00:45:00Z,Temp_C_Avg,27.17
2016-08-03T01:00:00Z,Temp_C_Avg,27.05
2016-08-03T01:15:00Z,Temp_C_Avg,26.92
2016-08-03T01:30:00Z,Temp_C_Avg,26.81
2016-08-03T01:45:00Z,Temp_C_Avg,26.71
2016-08-03T02:00:00Z,Temp_C_Avg,26.63
2016-08-03T02:15:00Z,Temp_C_Avg,26.56
2016-08-03T02:30:00Z,Temp_C_Avg,26.5
2016-08-03T02:45:00Z,Temp_C_Avg,26.45
2016-08-03T03:00:00Z,Temp_C_Avg,26.4
2016-08-03T03:15:00Z,Temp_C_Avg,26.37
2016-08-03T03:30:00Z,Temp_C_Avg,26.34
2016-08-03T03:45:00Z,Temp_C_Avg,26.3
2016-08-03T04:00:00Z,Temp_C_Avg,26.27
2016-08-03T04:15:00Z,Temp_C_Avg,26.24
2016-08-03T04:30:00Z,Temp_C_Avg,26.21
2016-08-03T04:45:00Z,Temp_C_Avg,26.19
2016-08-03T05:00:00Z,Temp_C_Avg,26.17
2016-08-03T05:15:00Z,Temp_C_Avg,26.16
2016-08-03T05:30:00Z,Temp_C_Avg,26.15
2016-08-03T05:45:00Z,Temp_C_Avg,26.15
2016-08-03T06:00:00Z,Temp_C_Avg,26.13
2016-08-03T06:15:00Z,Temp_C_Avg,26.12
2016-08-03T06:30:00Z,Temp_C_Avg,26.1
2016-08-03T06:45:00Z,Temp_C_Avg,26.1
2016-08-03T07:00:00Z,Temp_C_Avg,26.1
2016-08-03T07:15:00Z,Temp_C_Avg,26.11
2016-08-03T07:30:00Z,Temp_C_Avg,26.13
2016-08-03T07:45:00Z,Temp_C_Avg,26.14
2016-08-03T08:00:00Z,Temp_C_Avg,26.16
2016-08-03T08:15:00Z,Temp_C_Avg,26.18
2016-08-03T08:30:00Z,Temp_C_Avg,26.21
2016-08-03T08:45:00Z,Temp_C_Avg,26.23
2016-08-03T09:00:00Z,Temp_C_Avg,26.25
2016-08-03T09:15:00Z,Temp_C_Avg,26.28
2016-08-03T09:30:00Z,Temp_C_Avg,26.32
2016-08-03T09:45:00Z,Temp_C_Avg,26.36
2016-08-03T10:00:00Z,Temp_C_Avg,26.4
2016-08-03T10:15:00Z,Temp_C_Avg,26.45
2016-08-03T10:30:00Z,Temp_C_Avg,26.51
2016-08-03T10:45:00Z,Temp_C_Avg,26.55
2016-08-03T11:00:00Z,Temp_C_Avg,26.61
2016-08-03T11:15:00Z,Temp_C_Avg,26.63
2016-08-03T11:30:00Z,Temp_C_Avg,26.65
2016-08-03T11:45:00Z,Temp_C_Avg,26.7
2016-08-03T12:00:00Z,Temp_C_Avg,26.71
2016-08-03T12:15:00Z,Temp_C_Avg,26.74
2016-08-03T12:30:00Z,Temp_C_Avg,26.76
2016-08-03T12:45:00Z,Temp_C_Avg,26.77
2016-08-03T13:00:00Z,Temp_C_Avg,26.78
2016-08-03T13:15:00Z,Temp_C_Avg,26.77
2016-08-03T13:30:00Z,Temp_C_Avg,26.76
2016-08-03T13:45:00Z,Temp_C_Avg,26.75
2016-08-03T14:00:00Z,Temp_C_Avg,26.73
2016-08-03T14:15:00Z,Temp_C_Avg,26.71
2016-08-03T14:30:00Z,Temp_C_Avg,26.69
2016-08-03T14:45:00Z,Temp_C_Avg,26.67
2016-08-03T15:00:00Z,Temp_C_Avg,26.66
2016-08-03T15:15:00Z,Temp_C_Avg,26.64
2016-08-03T15:30:00Z,Temp_C_Avg,26.62
2016-08-03T15:45:00Z,Temp_C_Avg,26.6
2016-08-03T16:00:00Z,Temp_C_Avg,26.58
2016-08-03T16:15:00Z,Temp_C_Avg,26.56
2016-08-03T16:30:00Z,Temp_C_Avg,26.53
2016-08-03T16:45:00Z,Temp_C_Avg,26.52
2016-08-03T17:00:00Z,Temp_C_Avg,26.49
2016-08-03T17:15:00Z,Temp_C_Avg,26.48
2016-08-03T17:30:00Z,Temp_C_Avg,26.46
2016-08-03T17:45:00Z,Temp_C_Avg,26.43
2016-08-03T18:00:00Z,Temp_C_Avg,26.4
2016-08-03T18:15:00Z,Temp_C_Avg,26.37
2016-08-03T18:30:00Z,Temp_C_Avg,26.34
2016-08-03T18:45:00Z,Temp_C_Avg,26.31
2016-08-03T19:00:00Z,Temp_C_Avg,26.3
2016-08-03T19:15:00Z,Temp_C_Avg,26.27
2016-08-03T19:30:00Z,Temp_C_Avg,26.24
2016-08-03T19:45:00Z,Temp_C_Avg,26.22
2016-08-03T20:00:00Z,Temp_C_Avg,26.2
2016-08-03T20:15:00Z,Temp_C_Avg,26.18
2016-08-03T20:30:00Z,Temp_C_Avg,26.15
2016-08-03T20:45:00Z,Temp_C_Avg,26.14
2016-08-03T21:00:00Z,Temp_C_Avg,26.11
2016-08-03T21:15:00Z,Temp_C_Avg,26.09
2016-08-03T21:30:00Z,Temp_C_Avg,26.06
2016-08-03T21:45:00Z,Temp_C_Avg,26.04
2016-08-03T22:00:00Z,Temp_C_Avg,26.01
2016-08-03T22:15:00Z,Temp_C_Avg,25.99
2016-08-03T22:30:00Z,Temp_C_Avg,25.96
2016-08-03T22:45:00Z,Temp_C_Avg,25.94
2016-08-03T23:00:00Z,Temp_C_Avg,25.91
2016-08-03T23:15:00Z,Temp_C_Avg,25.88
2016-08-03T23:30:00Z,Temp_C_Avg,25.86
2016-08-03T23:45:00Z,Temp_C_Avg,25.84
2016-08-04T00:00:00Z,Temp_C_Avg,25.81
2016-08-04T00:15:00Z,Temp_C_Avg,25.79
2016-08-04T00:30:00Z,Temp_C_Avg,25.76
2016-08-04T00:45:00Z,Temp_C_Avg,25.74
2016-08-04T01:00:00Z,Temp_C_Avg,25.71
2016-08-04T01:15:00Z,Temp_C_Avg,25.69
2016-08-04T01:30:00Z,Temp_C_Avg,25.66
2016-08-04T01:45:00Z,Temp_C_Avg,25.63
2016-08-04T02:00:00Z,Temp_C_Avg,25.61
2016-08-04T02:15:00Z,Temp_C_Avg,25.59
2016-08-04T02:30:00Z,Temp_C_Avg,25.57
2016-08-04T02:45:00Z,Temp_C_Avg,25.55
2016-08-04T03:00:00Z,Temp_C_Avg,25.54
2016-08-04T03:15:00Z,Temp_C_Avg,25.53
2016-08-04T03:30:00Z,Temp_C_Avg,25.53
2016-08-04T03:45:00Z,Temp_C_Avg,25.54
2016-07-24T04:15:00Z,pH_Avg,6.944
2016-07-24T04:30:00Z,pH_Avg,6.942
2016-07-24T04:45:00Z,pH_Avg,6.947
2016-07-24T05:00:00Z,pH_Avg,6.949
2016-07-24T05:15:00Z,pH_Avg,6.953
2016-07-24T05:30:00Z,pH_Avg,6.955
2016-07-24T05:45:00Z,pH_Avg,6.961
2016-07-24T06:00:00Z,pH_Avg,6.963
2016-07-24T06:15:00Z,pH_Avg,6.973
2016-07-24T06:30:00Z,pH_Avg,6.967
2016-07-24T06:45:00Z,pH_Avg,6.991
2016-07-24T07:00:00Z,pH_Avg,7.0
2016-07-24T07:15:00Z,pH_Avg,7.004
2016-07-24T07:30:00Z,pH_Avg,7.015
2016-07-24T07:45:00Z,pH_Avg,7.02
2016-07-24T08:00:00Z,pH_Avg,7.035
2016-07-24T08:15:00Z,pH_Avg,7.05
2016-07-24T08:30:00Z,pH_Avg,7.055
2016-07-24T08:45:00Z,pH_Avg,7.064
2016-07-24T09:00:00Z,pH_Avg,7.072
2016-07-24T09:15:00Z,pH_Avg,7.081
2016-07-24T09:30:00Z,pH_Avg,7.09
2016-07-24T09:45:00Z,pH_Avg,7.098
2016-07-24T10:00:00Z,pH_Avg,7.112
2016-07-24T10:15:00Z,pH_Avg,7.105
2016-07-24T10:30:00Z,pH_Avg,7.126
2016-07-24T10:45:00Z,pH_Avg,7.126
2016-07-24T11:00:00Z,pH_Avg,7.131
2016-07-24T11:15:00Z,pH_Avg,7.138
2016-07-24T11:30:00Z,pH_Avg,7.141
2016-07-24T11:45:00Z,pH_Avg,7.142
2016-07-24T12:00:00Z,pH_Avg,7.145
2016-07-24T12:15:00Z,pH_Avg,7.144
2016-07-24T12:30:00Z,pH_Avg,7.131
2016-07-24T12:45:00Z,pH_Avg,7.142
2016-07-24T13:00:00Z,pH_Avg,7.145
2016-07-24T13:15:00Z,pH_Avg,7.146
2016-07-24T13:30:00Z,pH_Avg,7.147
2016-07-24T13:45:00Z,pH_Avg,7.142
2016-07-24T14:00:00Z,pH_Avg,7.142
2016-07-24T14:15:00Z,pH_Avg,7.131
2016-07-24T14:30:00Z,pH_Avg,7.126
2016-07-24T14:45:00Z,pH_Avg,7.13
2016-07-24T15:00:00Z,pH_Avg,7.121
2016-07-24T15:15:00Z,pH_Avg,7.116
2016-07-24T15:30:00Z,pH_Avg,7.109
2016-07-24T15:45:00Z,pH_Avg,7.099
2016-07-24T16:00:00Z,pH_Avg,7.1
2016-07-24T16:15:00Z,pH_Avg,7.087
2016-07-24T16:30:00Z,pH_Avg,7.078
2016-07-24T16:45:00Z,pH_Avg,7.074
2016-07-24T17:00:00Z,pH_Avg,7.073
2016-07-24T17:15:00Z,pH_Avg,7.065
2016-07-24T17:30:00Z,pH_Avg,7.056
2016-07-24T17:45:00Z,pH_Avg,7.049
2016-07-24T18:00:00Z,pH_Avg,7.054
2016-07-24T18:15:00Z,pH_Avg,7.043
2016-07-24T18:30:00Z,pH_Avg,7.037
2016-07-24T18:45:00Z,pH_Avg,7.043
2016-07-24T19:00:00Z,pH_Avg,7.047
2016-07-24T19:15:00Z,pH_Avg,7.039
2016-07-24T19:30:00Z,pH_Avg,7.041
2016-07-24T19:45:00Z,pH_Avg,7.037
2016-07-24T20:00:00Z,pH_Avg,7.04
2016-07-24T20:15:00Z,pH_Avg,7.046
2016-07-24T20:30:00Z,pH_Avg,7.037
2016-07-24T20:45:00Z,pH_Avg,7.037
2016-07-24T21:00:00Z,pH_Avg,7.037
2016-07-24T21:15:00Z,pH_Avg,7.037
2016-07-24T21:30:00Z,pH_Avg,7.043
2016-07-24T21:45:00Z,pH_Avg,7.043
2016-07-24T22:00:00Z,pH_Avg,7.038
2016-07-24T22:15:00Z,pH_Avg,7.037
2016-07-24T22:30:00Z,pH_Avg,7.038
2016-07-24T22:45:00Z,pH_Avg,7.038
2016-07-24T23:00:00Z,pH_Avg,7.048
2016-07-24T23:15:00Z,pH_Avg,7.04
2016-07-24T23:30:00Z,pH_Avg,7.046
2016-07-24T23:45:00Z,pH_Avg,7.039
2016-07-25T00:00:00Z,pH_Avg,7.038
2016-07-25T00:15:00Z,pH_Avg,7.046
2016-07-25T00:30:00Z,pH_Avg,7.056
2016-07-25T00:45:00Z,pH_Avg,7.052
2016-07-25T01:00:00Z,pH_Avg,7.053
2016-07-25T01:15:00Z,pH_Avg,7.042
2016-07-25T01:30:00Z,pH_Avg,7.037
2016-07-25T01:45:00Z,pH_Avg,7.046
2016-07-25T02:00:00Z,pH_Avg,7.043
2016-07-25T02:15:00Z,pH_Avg,7.037
2016-07-25T02:30:00Z,pH_Avg,7.038
2016-07-25T02:45:00Z,pH_Avg,7.037
2016-07-25T03:00:00Z,pH_Avg,7.037
2016-07-25T03:15:00Z,pH_Avg,7.04
2016-07-25T03:30:00Z,pH_Avg,7.037
2016-07-25T03:45:00Z,pH_Avg,7.035
2016-07-25T04:00:00Z,pH_Avg,7.037
2016-07-25T04:15:00Z,pH_Avg,7.037
2016-07-25T04:30:00Z,pH_Avg,7.037
2016-07-25T04:45:00Z,pH_Avg,7.037
2016-07-25T05:00:00Z,pH_Avg,7.037
2016-07-25T05:15:00Z,pH_Avg,7.037
2016-07-25T05:30:00Z,pH_Avg,7.038
2016-07-25T05:45:00Z,pH_Avg,7.049
2016-07-25T06:00:00Z,pH_Avg,7.056
2016-07-25T06:15:00Z,pH_Avg,7.062
2016-07-25T06:30:00Z,pH_Avg,7.074
2016-07-25T06:45:00Z,pH_Avg,7.074
2016-07-25T07:00:00Z,pH_Avg,7.083
2016-07-25T07:15:00Z,pH_Avg,7.09
2016-07-25T07:30:00Z,pH_Avg,7.093
2016-07-25T07:45:00Z,pH_Avg,7.1
2016-07-25T08:00:00Z,pH_Avg,7.118
2016-07-25T08:15:00Z,pH_Avg,7.127
2016-07-25T08:30:00Z,pH_Avg,7.133
2016-07-25T08:45:00Z,pH_Avg,7.143
2016-07-25T09:00:00Z,pH_Avg,7.15
2016-07-25T09:15:00Z,pH_Avg,7.165
2016-07-25T09:30:00Z,pH_Avg,7.172
2016-07-25T09:45:00Z,pH_Avg,7.182
2016-07-25T10:00:00Z,pH_Avg,7.193
2016-07-25T10:15:00Z,pH_Avg,7.204
2016-07-25T10:30:00Z,pH_Avg,7.204
2016-07-25T10:45:00Z,pH_Avg,7.221
2016-07-25T11:00:00Z,pH_Avg,7.222
2016-07-25T11:15:00Z,pH_Avg,7.222
2016-07-25T11:30:00Z,pH_Avg,7.222
2016-07-25T11:45:00Z,pH_Avg,7.222
2016-07-25T12:00:00Z,pH_Avg,7.222
2016-07-25T12:15:00Z,pH_Avg,7.222
2016-07-25T12:30:00Z,pH_Avg,7.222
2016-07-25T12:45:00Z,pH_Avg,7.222
2016-07-25T13:00:00Z,pH_Avg,7.222
2016-07-25T13:15:00Z,pH_Avg,7.222
2016-07-25T13:30:00Z,pH_Avg,7.222
2016-07-25T13:45:00Z,pH_Avg,7.222
2016-07-25T14:00:00Z,pH_Avg,7.222
2016-07-25T14:15:00Z,pH_Avg,7.222
2016-07-25T14:30:00Z,pH_Avg,7.212
2016-07-25T14:45:00Z,pH_Avg,7.205
2016-07-25T15:00:00Z,pH_Avg,7.2
2016-07-25T15:15:00Z,pH_Avg,7.188
2016-07-25T15:30:00Z,pH_Avg,7.178
2016-07-25T15:45:00Z,pH_Avg,7.174
2016-07-25T16:00:00Z,pH_Avg,7.167
2016-07-25T16:15:00Z,pH_Avg,7.167
2016-07-25T16:30:00Z,pH_Avg,7.15
2016-07-25T16:45:00Z,pH_Avg,7.147
2016-07-25T17:00:00Z,pH_Avg,7.146
2016-07-25T17:15:00Z,pH_Avg,7.133
2016-07-25T17:30:00Z,pH_Avg,7.13
2016-07-25T17:45:00Z,pH_Avg,7.129
2016-07-25T18:00:00Z,pH_Avg,7.112
2016-07-25T18:15:00Z,pH_Avg,7.111
2016-07-25T18:30:00Z,pH_Avg,7.111
2016-07-25T18:45:00Z,pH_Avg,7.098
2016-07-25T19:00:00Z,pH_Avg,7.093
2016-07-25T19:15:00Z,pH_Avg,7.093
2016-07-25T19:30:00Z,pH_Avg,7.093
2016-07-25T19:45:00Z,pH_Avg,7.089
2016-07-25T20:00:00Z,pH_Avg,7.082
2016-07-25T20:15:00Z,pH_Avg,7.086
2016-07-25T20:30:00Z,pH_Avg,7.091
2016-07-25T20:45:00Z,pH_Avg,7.093
2016-07-25T21:00:00Z,pH_Avg,7.091
2016-07-25T21:15:00Z,pH_Avg,7.086
2016-07-25T21:30:00Z,pH_Avg,7.089
2016-07-25T21:45:00Z,pH_Avg,7.091
2016-07-25T22:00:00Z,pH_Avg,7.08
2016-07-25T22:15:00Z,pH_Avg,7.088
2016-07-25T22:30:00Z,pH_Avg,7.093
2016-07-25T22:45:00Z,pH_Avg,7.077
2016-07-25T23:00:00Z,pH_Avg,7.075
2016-07-25T23:15:00Z,pH_Avg,7.084
2016-07-25T23:30:00Z,pH_Avg,7.09
2016-07-25T23:45:00Z,pH_Avg,7.088
2016-07-26T00:00:00Z,pH_Avg,7.093
2016-07-26T00:15:00Z,pH_Avg,7.09
2016-07-26T00:30:00Z,pH_Avg,7.081
2016-07-26T00:45:00Z,pH_Avg,7.083
2016-07-26T01:00:00Z,pH_Avg,7.077
2016-07-26T01:15:00Z,pH_Avg,7.091
2016-07-26T01:30:00Z,pH_Avg,7.087
2016-07-26T01:45:00Z,pH_Avg,7.081
2016-07-26T02:00:00Z,pH_Avg,7.081
2016-07-26T02:15:00Z,pH_Avg,7.08
2016-07-26T02:30:00Z,pH_Avg,7.075
2016-07-26T02:45:00Z,pH_Avg,7.074
2016-07-26T03:00:00Z,pH_Avg,7.074
2016-07-26T03:15:00Z,pH_Avg,7.074
2016-07-26T03:30:00Z,pH_Avg,7.074
2016-07-26T03:45:00Z,pH_Avg,7.074
2016-07-26T04:00:00Z,pH_Avg,7.074
2016-07-26T04:15:00Z,pH_Avg,7.074
2016-07-26T04:30:00Z,pH_Avg,7.074
2016-07-26T04:45:00Z,pH_Avg,7.074
2016-07-26T05:00:00Z,pH_Avg,7.074
2016-07-26T05:15:00Z,pH_Avg,7.074
2016-07-26T05:30:00Z,pH_Avg,7.074
2016-07-26T05:45:00Z,pH_Avg,7.074
2016-07-26T06:00:00Z,pH_Avg,7.081
2016-07-26T06:15:00Z,pH_Avg,7.092
2016-07-26T06:30:00Z,pH_Avg,7.093
2016-07-26T06:45:00Z,pH_Avg,7.095
2016-07-26T07:00:00Z,pH_Avg,7.109
2016-07-26T07:15:00Z,pH_Avg,7.114
2016-07-26T07:30:00Z,pH_Avg,7.13
2016-07-26T07:45:00Z,pH_Avg,7.13
2016-07-26T08:00:00Z,pH_Avg,7.124
2016-07-26T08:15:00Z,pH_Avg,7.14
2016-07-26T08:30:00Z,pH_Avg,7.148
2016-07-26T08:45:00Z,pH_Avg,7.148
2016-07-26T09:00:00Z,pH_Avg,7.156
2016-07-26T09:15:00Z,pH_Avg,7.174
2016-07-26T09:30:00Z,pH_Avg,7.175
2016-07-26T09:45:00Z,pH_Avg,7.199
2016-07-26T10:00:00Z,pH_Avg,7.214
2016-07-26T10:15:00Z,pH_Avg,7.222
2016-07-26T10:30:00Z,pH_Avg,7.239
2016-07-26T10:45:00Z,pH_Avg,7.25
2016-07-26T11:00:00Z,pH_Avg,7.259
2016-07-26T11:15:00Z,pH_Avg,7.26
2016-07-26T11:30:00Z,pH_Avg,7.259
2016-07-26T11:45:00Z,pH_Avg,7.26
2016-07-26T12:00:00Z,pH_Avg,7.26
2016-07-26T12:15:00Z,pH_Avg,7.26
2016-07-26T12:30:00Z,pH_Avg,7.27
2016-07-26T12:45:00Z,pH_Avg,7.26
2016-07-26T13:00:00Z,pH_Avg,7.26
2016-07-26T13:15:00Z,pH_Avg,7.26
2016-07-26T13:30:00Z,pH_Avg,7.259
2016-07-26T13:45:00Z,pH_Avg,7.257
2016-07-26T14:00:00Z,pH_Avg,7.26
2016-07-26T14:15:00Z,pH_Avg,7.254
2016-07-26T14:30:00Z,pH_Avg,7.25
2016-07-26T14:45:00Z,pH_Avg,7.242
2016-07-26T15:00:00Z,pH_Avg,7.241
2016-07-26T15:15:00Z,pH_Avg,7.23
2016-07-26T15:30:00Z,pH_Avg,7.223
2016-07-26T15:45:00Z,pH_Avg,7.223
2016-07-26T16:00:00Z,pH_Avg,7.222
2016-07-26T16:15:00Z,pH_Avg,7.211
2016-07-26T16:30:00Z,pH_Avg,7.201
2016-07-26T16:45:00Z,pH_Avg,7.185
2016-07-26T17:00:00Z,pH_Avg,7.184
2016-07-26T17:15:00Z,pH_Avg,7.178
2016-07-26T17:30:00Z,pH_Avg,7.167
2016-07-26T17:45:00Z,pH_Avg,7.164
2016-07-26T18:00:00Z,pH_Avg,7.136
2016-07-26T18:15:00Z,pH_Avg,7.13
2016-07-26T18:30:00Z,pH_Avg,7.099
2016-07-26T18:45:00Z,pH_Avg,7.041
2016-07-26T19:00:00Z,pH_Avg,6.994
2016-07-26T19:15:00Z,pH_Avg,6.968
2016-07-26T19:30:00Z,pH_Avg,6.955
2016-07-26T19:45:00Z,pH_Avg,6.946
2016-07-26T20:00:00Z,pH_Avg,6.943
2016-07-26T20:15:00Z,pH_Avg,6.929
2016-07-26T20:30:00Z,pH_Avg,6.943
2016-07-26T20:45:00Z,pH_Avg,6.945
2016-07-26T21:00:00Z,pH_Avg,6.948
2016-07-26T21:15:00Z,pH_Avg,6.955
2016-07-26T21:30:00Z,pH_Avg,6.963
2016-07-26T21:45:00Z,pH_Avg,6.963
2016-07-26T22:00:00Z,pH_Avg,6.963
2016-07-26T22:15:00Z,pH_Avg,6.967
2016-07-26T22:30:00Z,pH_Avg,6.982
2016-07-26T22:45:00Z,pH_Avg,6.982
2016-07-26T23:00:00Z,pH_Avg,6.982
2016-07-26T23:15:00Z,pH_Avg,6.987
2016-07-26T23:30:00Z,pH_Avg,6.991
2016-07-26T23:45:00Z,pH_Avg,6.995
2016-07-27T00:00:00Z,pH_Avg,7.0
2016-07-27T00:15:00Z,pH_Avg,7.0
2016-07-27T00:30:00Z,pH_Avg,7.001
2016-07-27T00:45:00Z,pH_Avg,7.004
2016-07-27T01:00:00Z,pH_Avg,7.01
2016-07-27T01:15:00Z,pH_Avg,7.014
2016-07-27T01:30:00Z,pH_Avg,7.019
2016-07-27T01:45:00Z,pH_Avg,7.019
2016-07-27T02:00:00Z,pH_Avg,7.019
2016-07-27T02:15:00Z,pH_Avg,7.019
2016-07-27T02:30:00Z,pH_Avg,7.019
2016-07-27T02:45:00Z,pH_Avg,7.017
2016-07-27T03:00:00Z,pH_Avg,7.017
2016-07-27T03:15:00Z,pH_Avg,7.019
2016-07-27T03:30:00Z,pH_Avg,7.019
2016-07-27T03:45:00Z,pH_Avg,7.019
2016-07-27T04:00:00Z,pH_Avg,7.021
2016-07-27T04:15:00Z,pH_Avg,7.027
2016-07-27T04:30:00Z,pH_Avg,7.027
2016-07-27T04:45:00Z,pH_Avg,7.033
2016-07-27T05:00:00Z,pH_Avg,7.03
2016-07-27T05:15:00Z,pH_Avg,7.027
2016-07-27T05:30:00Z,pH_Avg,7.007
2016-07-27T05:45:00Z,pH_Avg,7.017
2016-07-27T06:00:00Z,pH_Avg,7.062
2016-07-27T06:15:00Z,pH_Avg,7.074
2016-07-27T06:30:00Z,pH_Avg,7.075
2016-07-27T06:45:00Z,pH_Avg,7.032
2016-07-27T07:00:00Z,pH_Avg,7.084
2016-07-27T07:15:00Z,pH_Avg,7.097
2016-07-27T07:30:00Z,pH_Avg,7.1
2016-07-27T07:45:00Z,pH_Avg,7.11
2016-07-27T08:00:00Z,pH_Avg,7.112
2016-07-27T08:15:00Z,pH_Avg,7.132
2016-07-27T08:30:00Z,pH_Avg,7.15
2016-07-27T08:45:00Z,pH_Avg,7.146
2016-07-27T09:00:00Z,pH_Avg,7.155
2016-07-27T09:15:00Z,pH_Avg,7.155
2016-07-27T09:30:00Z,pH_Avg,7.17
2016-07-27T09:45:00Z,pH_Avg,7.188
2016-07-27T10:00:00Z,pH_Avg,7.191
2016-07-27T10:15:00Z,pH_Avg,7.219
2016-07-27T10:30:00Z,pH_Avg,7.224
2016-07-27T10:45:00Z,pH_Avg,7.234
2016-07-27T11:00:00Z,pH_Avg,7.238
2016-07-27T11:15:00Z,pH_Avg,7.24
2016-07-27T11:30:00Z,pH_Avg,7.256
2016-07-27T11:45:00Z,pH_Avg,7.26
2016-07-27T12:00:00Z,pH_Avg,7.259
2016-07-27T12:15:00Z,pH_Avg,7.262
2016-07-27T12:30:00Z,pH_Avg,7.274
2016-07-27T12:45:00Z,pH_Avg,7.275
2016-07-27T13:00:00Z,pH_Avg,7.272
2016-07-27T13:15:00Z,pH_Avg,7.264
2016-07-27T13:30:00Z,pH_Avg,7.252
2016-07-27T13:45:00Z,pH_Avg,7.258
2016-07-27T14:00:00Z,pH_Avg,7.26
2016-07-27T14:15:00Z,pH_Avg,7.25
2016-07-27T14:30:00Z,pH_Avg,7.256
2016-07-27T14:45:00Z,pH_Avg,7.246
2016-07-27T15:00:00Z,pH_Avg,7.26
2016-07-27T15:15:00Z,pH_Avg,7.24
2016-07-27T15:30:00Z,pH_Avg,7.204
2016-07-27T15:45:00Z,pH_Avg,7.161
2016-07-27T16:00:00Z,pH_Avg,7.191
2016-07-27T16:15:00Z,pH_Avg,7.197
2016-07-27T16:30:00Z,pH_Avg,7.193
2016-07-27T16:45:00Z,pH_Avg,7.197
2016-07-27T17:00:00Z,pH_Avg,7.183
2016-07-27T17:15:00Z,pH_Avg,7.18
2016-07-27T17:30:00Z,pH_Avg,7.169
2016-07-27T17:45:00Z,pH_Avg,7.167
2016-07-27T18:00:00Z,pH_Avg,7.167
2016-07-27T18:15:00Z,pH_Avg,7.162
2016-07-27T18:30:00Z,pH_Avg,7.149
2016-07-27T18:45:00Z,pH_Avg,7.148
2016-07-27T19:00:00Z,pH_Avg,7.146
2016-07-27T19:15:00Z,pH_Avg,7.144
2016-07-27T19:30:00Z,pH_Avg,7.133
2016-07-27T19:45:00Z,pH_Avg,7.137
2016-07-27T20:00:00Z,pH_Avg,7.13
2016-07-27T20:15:00Z,pH_Avg,7.127
2016-07-27T20:30:00Z,pH_Avg,7.13
2016-07-27T20:45:00Z,pH_Avg,7.13
2016-07-27T21:00:00Z,pH_Avg,7.13
2016-07-27T21:15:00Z,pH_Avg,7.13
2016-07-27T21:30:00Z,pH_Avg,7.13
2016-07-27T21:45:00Z,pH_Avg,7.128
2016-07-27T22:00:00Z,pH_Avg,7.127
2016-07-27T22:15:00Z,pH_Avg,7.117
2016-07-27T22:30:00Z,pH_Avg,7.118
2016-07-27T22:45:00Z,pH_Avg,7.121
2016-07-27T23:00:00Z,pH_Avg,7.126
2016-07-27T23:15:00Z,pH_Avg,7.113
2016-07-27T23:30:00Z,pH_Avg,7.112
2016-07-27T23:45:00Z,pH_Avg,7.126
2016-07-28T00:00:00Z,pH_Avg,7.115
2016-07-28T00:15:00Z,pH_Avg,7.117
2016-07-28T00:30:00Z,pH_Avg,7.113
2016-07-28T00:45:00Z,pH_Avg,7.128
2016-07-28T01:00:00Z,pH_Avg,7.111
2016-07-28T01:15:00Z,pH_Avg,7.112
2016-07-28T01:30:00Z,pH_Avg,7.125
2016-07-28T01:45:00Z,pH_Avg,7.13
2016-07-28T02:00:00Z,pH_Avg,7.127
2016-07-28T02:15:00Z,pH_Avg,7.129
2016-07-28T02:30:00Z,pH_Avg,7.128
2016-07-28T02:45:00Z,pH_Avg,7.126
2016-07-28T03:00:00Z,pH_Avg,7.118
2016-07-28T03:15:00Z,pH_Avg,7.112
2016-07-28T03:30:00Z,pH_Avg,7.114
2016-07-28T03:45:00Z,pH_Avg,7.102
2016-07-28T04:00:00Z,pH_Avg,7.111
2016-07-28T04:15:00Z,pH_Avg,7.111
2016-07-28T04:30:00Z,pH_Avg,7.111
